,No Strategy
8977,50.029
8978,50.0286
8979,50.0281
8980,50.0287
8981,50.0261
8982,50.0253
8983,50.0259
8984,50.0251
8985,50.0246
8986,50.0256
8987,50.0257
8988,50.0249
8989,50.0251
8990,50.0252
8991,50.0251
8992,50.0239
8993,50.0236
8994,50.0246
8995,50.0274
8996,50.0282
8997,50.0301
8998,50.0294
8999,50.0294
9000,50.0303
9001,50.0316
9002,50.0326
9003,50.0328
9004,50.0324
9005,50.0319
9006,50.0326
9007,50.0328
9008,50.0317
9009,50.0323
9010,50.0329
9011,50.0337
9012,50.0335
9013,50.0335
9014,50.0319
9015,50.0328
9016,50.0346
9017,50.037
9018,50.0385
9019,50.0389
9020,50.042
9021,50.0424
9022,50.0411
9023,50.0411
9024,50.0418
9025,50.0426
9026,50.0423
9027,50.0451
9028,50.0446
9029,50.0447
9030,50.0458
9031,50.0448
9032,50.0457
9033,50.0462
9034,50.0471
9035,50.0476
9036,50.0489
9037,50.0507
9038,50.0524
9039,50.0515
9040,50.051
9041,50.0498
9042,50.0506
9043,50.0484
9044,50.0489
9045,50.0481
9046,50.0476
9047,50.0475
9048,50.0477
9049,50.047
9050,50.0474
9051,50.0467
9052,50.0466
9053,50.046
9054,50.0457
9055,50.0452
9056,50.0442
9057,50.0454
9058,50.046
9059,50.045
9060,50.0448
9061,50.0447
9062,50.0456
9063,50.0446
9064,50.0458
9065,50.0449
9066,50.0441
9067,50.043
9068,50.0435
9069,50.0457
9070,50.0451
9071,50.0443
9072,50.0457
9073,50.0457
9074,50.046
9075,50.0463
9076,50.0444
9077,50.046
9078,50.0475
9079,50.0469
9080,50.0469
9081,50.0475
9082,50.0508
9083,50.0506
9084,50.05
9085,50.0501
9086,50.0516
9087,50.051
9088,50.0509
9089,50.0521
9090,50.0521
9091,50.0546
9092,50.0548
9093,50.0542
9094,50.0569
9095,50.0565
9096,50.0591
9097,50.0608
9098,50.0615
9099,50.0622
9100,50.062
9101,50.0596
9102,50.0593
9103,50.0581
9104,50.057
9105,50.0561
9106,50.0555
9107,50.0545
9108,50.0558
9109,50.0557
9110,50.054
9111,50.0542
9112,50.0533
9113,50.0562
9114,50.0556
9115,50.0546
9116,50.0536
9117,50.0538
9118,50.052
9119,50.0503
9120,50.0497
9121,50.0481
9122,50.0486
9123,50.052
9124,50.0509
9125,50.0498
9126,50.0479
9127,50.0472
9128,50.0464
9129,50.046
9130,50.0461
9131,50.0461
9132,50.0454
9133,50.0443
9134,50.0442
9135,50.0439
9136,50.0451
9137,50.0437
9138,50.0449
9139,50.0427
9140,50.0416
9141,50.0444
9142,50.044
9143,50.0456
9144,50.0446
9145,50.0444
9146,50.0451
9147,50.0456
9148,50.045
9149,50.0459
9150,50.0466
9151,50.0481
9152,50.0468
9153,50.048
9154,50.0484
9155,50.0499
9156,50.0496
9157,50.0487
9158,50.0478
9159,50.0461
9160,50.0453
9161,50.0452
9162,50.0454
9163,50.0458
9164,50.0462
9165,50.0461
9166,50.0452
9167,50.0457
9168,50.045
9169,50.0462
9170,50.0452
9171,50.0457
9172,50.0456
9173,50.0431
9174,50.0411
9175,50.0416
9176,50.0405
9177,50.0411
9178,50.0416
9179,50.0427
9180,50.0405
9181,50.0388
9182,50.0382
9183,50.0384
9184,50.0376
9185,50.0388
9186,50.0385
9187,50.0355
9188,50.0341
9189,50.0335
9190,50.0341
9191,50.0331
9192,50.033
9193,50.0327
9194,50.0325
9195,50.034
9196,50.0326
9197,50.0341
9198,50.0323
9199,50.0311
9200,50.0299
9201,50.03
9202,50.0287
9203,50.0288
9204,50.0308
9205,50.0312
9206,50.0318
9207,50.0334
9208,50.0329
9209,50.035
9210,50.0348
9211,50.0363
9212,50.0398
9213,50.039
9214,50.0364
9215,50.0369
9216,50.0376
9217,50.0374
9218,50.0374
9219,50.0359
9220,50.0338
9221,50.033
9222,50.0331
9223,50.033
9224,50.0329
9225,50.0308
9226,50.0317
9227,50.0318
9228,50.0316
9229,50.0312
9230,50.0298
9231,50.0298
9232,50.0295
9233,50.0302
9234,50.0317
9235,50.0339
9236,50.0331
9237,50.0348
9238,50.0362
9239,50.037
9240,50.0373
9241,50.0375
9242,50.037
9243,50.039
9244,50.0395
9245,50.0395
9246,50.0405
9247,50.0429
9248,50.0449
9249,50.046
9250,50.0462
9251,50.0462
9252,50.0471
9253,50.0471
9254,50.0472
9255,50.0482
9256,50.0468
9257,50.0469
9258,50.0471
9259,50.0476
9260,50.046
9261,50.0463
9262,50.0453
9263,50.0447
9264,50.0447
9265,50.046
9266,50.047
9267,50.0471
9268,50.0459
9269,50.0475
9270,50.048
9271,50.0477
9272,50.0473
9273,50.0475
9274,50.0484
9275,50.0486
9276,50.0478
9277,50.0483
9278,50.0488
9279,50.0506
9280,50.0508
9281,50.0505
9282,50.0506
9283,50.0511
9284,50.0521
9285,50.0496
9286,50.0491
9287,50.0504
9288,50.0504
9289,50.0502
9290,50.0499
9291,50.0508
9292,50.0521
9293,50.0519
9294,50.0506
9295,50.0512
9296,50.0515
9297,50.0515
9298,50.0488
9299,50.0488
9300,50.0498
9301,50.051
9302,50.0518
9303,50.0512
9304,50.0504
9305,50.0506
9306,50.0504
9307,50.0513
9308,50.0518
9309,50.0539
9310,50.0522
9311,50.0508
9312,50.052
9313,50.0525
9314,50.0535
9315,50.0528
9316,50.0522
9317,50.0523
9318,50.0527
9319,50.0542
9320,50.0521
9321,50.0513
9322,50.051
9323,50.0499
9324,50.049
9325,50.0497
9326,50.0484
9327,50.0472
9328,50.0482
9329,50.0464
9330,50.0479
9331,50.048
9332,50.0459
9333,50.0466
9334,50.0455
9335,50.0428
9336,50.043
9337,50.0436
9338,50.0429
9339,50.0427
9340,50.0428
9341,50.0419
9342,50.0415
9343,50.0416
9344,50.0403
9345,50.0391
9346,50.0387
9347,50.0378
9348,50.0363
9349,50.0351
9350,50.0347
9351,50.0358
9352,50.0347
9353,50.0342
9354,50.0333
9355,50.0323
9356,50.0318
9357,50.0332
9358,50.0324
9359,50.033
9360,50.0338
9361,50.0344
9362,50.0342
9363,50.0338
9364,50.0339
9365,50.0332
9366,50.035
9367,50.0351
9368,50.0355
9369,50.0357
9370,50.0334
9371,50.0327
9372,50.0329
9373,50.0333
9374,50.0337
9375,50.0345
9376,50.033
9377,50.0328
9378,50.0333
9379,50.0335
9380,50.0332
9381,50.0327
9382,50.0308
9383,50.0302
9384,50.0278
9385,50.0293
9386,50.0308
9387,50.031
9388,50.0293
9389,50.0294
9390,50.0275
9391,50.0275
9392,50.027
9393,50.0263
9394,50.0257
9395,50.0251
9396,50.0257
9397,50.0257
9398,50.0277
9399,50.0286
9400,50.0298
9401,50.0294
9402,50.0281
9403,50.0297
9404,50.0291
9405,50.0296
9406,50.0309
9407,50.0316
9408,50.0314
9409,50.0307
9410,50.0312
9411,50.0312
9412,50.0319
9413,50.0314
9414,50.0298
9415,50.0306
9416,50.0316
9417,50.0332
9418,50.0314
9419,50.0306
9420,50.0302
9421,50.0293
9422,50.0279
9423,50.0286
9424,50.0303
9425,50.0305
9426,50.0305
9427,50.0316
9428,50.0323
9429,50.0329
9430,50.0344
9431,50.0342
9432,50.034
9433,50.0326
9434,50.0324
9435,50.032
9436,50.0319
9437,50.0314
9438,50.0315
9439,50.0329
9440,50.0315
9441,50.0301
9442,50.0289
9443,50.029
9444,50.0292
9445,50.0311
9446,50.0313
9447,50.031
9448,50.0309
9449,50.0332
9450,50.0324
9451,50.0334
9452,50.0332
9453,50.0325
9454,50.0331
9455,50.0317
9456,50.0314
9457,50.0312
9458,50.0314
9459,50.0324
9460,50.0306
9461,50.0322
9462,50.034
9463,50.0331
9464,50.0349
9465,50.0342
9466,50.0341
9467,50.0358
9468,50.0366
9469,50.0354
9470,50.0352
9471,50.0345
9472,50.0336
9473,50.0332
9474,50.0313
9475,50.0292
9476,50.0294
9477,50.0294
9478,50.0287
9479,50.0295
9480,50.0294
9481,50.0294
9482,50.0281
9483,50.0277
9484,50.0288
9485,50.0277
9486,50.0282
9487,50.0285
9488,50.0293
9489,50.0296
9490,50.0298
9491,50.0289
9492,50.0288
9493,50.0278
9494,50.0273
9495,50.0292
9496,50.0283
9497,50.0266
9498,50.0274
9499,50.027
9500,50.026
9501,50.0239
9502,50.0236
9503,50.0216
9504,50.0232
9505,50.0243
9506,50.0241
9507,50.0257
9508,50.0274
9509,50.0275
9510,50.0272
9511,50.0253
9512,50.0275
9513,50.028
9514,50.029
9515,50.03
9516,50.0277
9517,50.026
9518,50.0267
9519,50.0276
9520,50.0285
9521,50.0289
9522,50.0273
9523,50.0271
9524,50.0282
9525,50.0275
9526,50.0259
9527,50.0265
9528,50.0264
9529,50.0259
9530,50.024
9531,50.0234
9532,50.0237
9533,50.0235
9534,50.0221
9535,50.0232
9536,50.0235
9537,50.0239
9538,50.0244
9539,50.0233
9540,50.0225
9541,50.0241
9542,50.0246
9543,50.0256
9544,50.025
9545,50.0261
9546,50.0263
9547,50.0266
9548,50.0277
9549,50.0271
9550,50.0291
9551,50.0269
9552,50.0267
9553,50.0286
9554,50.0295
9555,50.0302
9556,50.0283
9557,50.0273
9558,50.0294
9559,50.0294
9560,50.0313
9561,50.0296
9562,50.0285
9563,50.029
9564,50.0283
9565,50.0276
9566,50.0266
9567,50.0272
9568,50.0255
9569,50.025
9570,50.0263
9571,50.0261
9572,50.0251
9573,50.0254
9574,50.026
9575,50.028
9576,50.0281
9577,50.0284
9578,50.0301
9579,50.0304
9580,50.0296
9581,50.029
9582,50.0273
9583,50.0273
9584,50.0257
9585,50.0255
9586,50.0255
9587,50.0247
9588,50.0252
9589,50.0233
9590,50.022
9591,50.0226
9592,50.0223
9593,50.0248
9594,50.0267
9595,50.0283
9596,50.0283
9597,50.0279
9598,50.0286
9599,50.0273
9600,50.0257
9601,50.0241
9602,50.0259
9603,50.025
9604,50.0243
9605,50.0234
9606,50.0219
9607,50.0212
9608,50.0224
9609,50.021
9610,50.0215
9611,50.0217
9612,50.0221
9613,50.0222
9614,50.0233
9615,50.0235
9616,50.0223
9617,50.0233
9618,50.0239
9619,50.0243
9620,50.0227
9621,50.0215
9622,50.0204
9623,50.0216
9624,50.0206
9625,50.0211
9626,50.0208
9627,50.022
9628,50.0224
9629,50.0224
9630,50.023
9631,50.0218
9632,50.0226
9633,50.0215
9634,50.0201
9635,50.0193
9636,50.0193
9637,50.0185
9638,50.0159
9639,50.0165
9640,50.0163
9641,50.0174
9642,50.0173
9643,50.0172
9644,50.0147
9645,50.0129
9646,50.0127
9647,50.0117
9648,50.0113
9649,50.0121
9650,50.0128
9651,50.014
9652,50.0167
9653,50.0158
9654,50.0163
9655,50.0168
9656,50.0179
9657,50.0183
9658,50.0182
9659,50.0188
9660,50.0188
9661,50.0185
9662,50.0179
9663,50.0176
9664,50.018
9665,50.0183
9666,50.0188
9667,50.0182
9668,50.0181
9669,50.0164
9670,50.0176
9671,50.0195
9672,50.0205
9673,50.0214
9674,50.0206
9675,50.0184
9676,50.0179
9677,50.0167
9678,50.0155
9679,50.0155
9680,50.0148
9681,50.0138
9682,50.0133
9683,50.0125
9684,50.0137
9685,50.0145
9686,50.0166
9687,50.0155
9688,50.0158
9689,50.0155
9690,50.0172
9691,50.0168
9692,50.0157
9693,50.015
9694,50.014
9695,50.0147
9696,50.0128
9697,50.0122
9698,50.0121
9699,50.0111
9700,50.0102
9701,50.0119
9702,50.0105
9703,50.0095
9704,50.0114
9705,50.0107
9706,50.0098
9707,50.0087
9708,50.0106
9709,50.0103
9710,50.0094
9711,50.0106
9712,50.0118
9713,50.0099
9714,50.0083
9715,50.0094
9716,50.009
9717,50.009
9718,50.0072
9719,50.0064
9720,50.0079
9721,50.0095
9722,50.0092
9723,50.0109
9724,50.0103
9725,50.0123
9726,50.0116
9727,50.012
9728,50.012
9729,50.0122
9730,50.0121
9731,50.0109
9732,50.013
9733,50.0139
9734,50.0164
9735,50.0173
9736,50.0188
9737,50.0208
9738,50.0234
9739,50.0234
9740,50.0229
9741,50.0241
9742,50.0241
9743,50.023
9744,50.0216
9745,50.0211
9746,50.022
9747,50.0199
9748,50.019
9749,50.0184
9750,50.0159
9751,50.0158
9752,50.0154
9753,50.0153
9754,50.0156
9755,50.0152
9756,50.0147
9757,50.0138
9758,50.012
9759,50.0108
9760,50.0103
9761,50.0093
9762,50.0113
9763,50.0105
9764,50.012
9765,50.0112
9766,50.0099
9767,50.0093
9768,50.0104
9769,50.0102
9770,50.0119
9771,50.0132
9772,50.0144
9773,50.0153
9774,50.0154
9775,50.015
9776,50.0171
9777,50.016
9778,50.0158
9779,50.0155
9780,50.0182
9781,50.0174
9782,50.0176
9783,50.0177
9784,50.0196
9785,50.0187
9786,50.0178
9787,50.0176
9788,50.0171
9789,50.0162
9790,50.0165
9791,50.0172
9792,50.0153
9793,50.016
9794,50.0174
9795,50.0184
9796,50.017
9797,50.0167
9798,50.0171
9799,50.0158
9800,50.015
9801,50.0151
9802,50.0158
9803,50.0163
9804,50.0158
9805,50.0157
9806,50.0141
9807,50.0149
9808,50.0152
9809,50.014
9810,50.0134
9811,50.0129
9812,50.0136
9813,50.0142
9814,50.0125
9815,50.0137
9816,50.0156
9817,50.0153
9818,50.014
9819,50.0136
9820,50.0143
9821,50.0121
9822,50.0104
9823,50.0113
9824,50.011
9825,50.0133
9826,50.0151
9827,50.0146
9828,50.0174
9829,50.0161
9830,50.0176
9831,50.0172
9832,50.0187
9833,50.0184
9834,50.019
9835,50.0165
9836,50.0163
9837,50.0178
9838,50.0195
9839,50.0199
9840,50.0193
9841,50.0188
9842,50.0197
9843,50.0217
9844,50.023
9845,50.0253
9846,50.0266
9847,50.0255
9848,50.0251
9849,50.0243
9850,50.0234
9851,50.0252
9852,50.0269
9853,50.0257
9854,50.0253
9855,50.0242
9856,50.0245
9857,50.0252
9858,50.0257
9859,50.0255
9860,50.0244
9861,50.0236
9862,50.0248
9863,50.0256
9864,50.0259
9865,50.0275
9866,50.028
9867,50.0275
9868,50.029
9869,50.0292
9870,50.0282
9871,50.0285
9872,50.0292
9873,50.0287
9874,50.0278
9875,50.0278
9876,50.0272
9877,50.0264
9878,50.0249
9879,50.0231
9880,50.0223
9881,50.0217
9882,50.0215
9883,50.0215
9884,50.0213
9885,50.0216
9886,50.0208
9887,50.0206
9888,50.0212
9889,50.0201
9890,50.0193
9891,50.0196
9892,50.0208
9893,50.0219
9894,50.0214
9895,50.0223
9896,50.0238
9897,50.023
9898,50.0225
9899,50.0231
9900,50.0225
9901,50.0227
9902,50.0209
9903,50.023
9904,50.0229
9905,50.0244
9906,50.0245
9907,50.0262
9908,50.0265
9909,50.0267
9910,50.0264
9911,50.0266
9912,50.0266
9913,50.0256
9914,50.0248
9915,50.0259
9916,50.0262
9917,50.0264
9918,50.0252
9919,50.026
9920,50.0257
9921,50.0249
9922,50.0251
9923,50.0245
9924,50.0259
9925,50.0251
9926,50.0249
9927,50.0241
9928,50.0248
9929,50.0252
9930,50.0251
9931,50.0271
9932,50.027
9933,50.0282
9934,50.028
9935,50.0271
9936,50.0275
9937,50.0259
9938,50.0254
9939,50.024
9940,50.0239
9941,50.0256
9942,50.0256
9943,50.0266
9944,50.0257
9945,50.0251
9946,50.0243
9947,50.026
9948,50.0262
9949,50.0258
9950,50.0239
9951,50.0253
9952,50.0241
9953,50.0243
9954,50.0248
9955,50.024
9956,50.0244
9957,50.0253
9958,50.0259
9959,50.0245
9960,50.0238
9961,50.0236
9962,50.025
9963,50.027
9964,50.0254
9965,50.0249
9966,50.0234
9967,50.0235
9968,50.0247
9969,50.0251
9970,50.025
9971,50.0235
9972,50.0225
9973,50.0234
9974,50.0232
9975,50.0217
9976,50.0221
9977,50.0216
9978,50.0224
9979,50.0258
9980,50.0248
9981,50.0244
9982,50.0248
9983,50.0242
9984,50.0224
9985,50.0251
9986,50.0251
9987,50.0266
9988,50.0257
9989,50.0255
9990,50.0241
9991,50.0235
9992,50.0234
9993,50.0218
9994,50.0207
9995,50.0209
9996,50.0199
9997,50.0197
9998,50.0212
9999,50.0213
